gene	KO	pathway	description
OCG06880	K01637	map01110	Biosynthesis of secondary metabolites
OCG06880	K01637	map01200	Carbon metabolism
OCG06887	K11788	map00230	Purine metabolism
OCG06887	K11788	map01100	Metabolic pathways
OCG06887	K11788	map01110	Biosynthesis of secondary metabolites
OCG06888	K14548	map03008	Ribosome biogenesis in eukaryotes
OCG06895	K00103	map00053	Ascorbate and aldarate metabolism
OCG06895	K00103	map01100	Metabolic pathways
OCG06895	K00103	map01240	Biosynthesis of cofactors
OCG06895	K00107	map00053	Ascorbate and aldarate metabolism
OCG06895	K00107	map01100	Metabolic pathways
OCG06896	K00022	map00062	Fatty acid elongation
OCG06896	K00022	map00071	Fatty acid degradation
OCG06896	K00022	map00280	Valine, leucine and isoleucine degradation
OCG06896	K00022	map00310	Lysine degradation
OCG06896	K00022	map00380	Tryptophan metabolism
OCG06896	K00022	map00650	Butanoate metabolism
OCG06896	K00022	map01100	Metabolic pathways
OCG06896	K00022	map01110	Biosynthesis of secondary metabolites
OCG06896	K00022	map01212	Fatty acid metabolism
OCG06896	K00074	map00360	Phenylalanine metabolism
OCG06896	K00074	map00650	Butanoate metabolism
OCG06896	K00074	map01100	Metabolic pathways
OCG06896	K00074	map01200	Carbon metabolism
OCG06900	K11121	map00760	Nicotinate and nicotinamide metabolism
OCG06900	K11121	map01100	Metabolic pathways
OCG06900	K11121	map04213	Longevity regulating pathway - multiple species
OCG06901	K14007	map04141	Protein processing in endoplasmic reticulum
OCG06904	K01092	map00562	Inositol phosphate metabolism
OCG06904	K01092	map01100	Metabolic pathways
OCG06904	K01092	map01110	Biosynthesis of secondary metabolites
OCG06904	K01092	map04070	Phosphatidylinositol signaling system
OCG06907	K10575	map04120	Ubiquitin mediated proteolysis
OCG06907	K10575	map04141	Protein processing in endoplasmic reticulum
OCG06910	K11426	map00310	Lysine degradation
OCG06910	K11426	map01100	Metabolic pathways
OCG06917	K00960	map03020	RNA polymerase
OCG06919	K02257	map00190	Oxidative phosphorylation
OCG06919	K02257	map00860	Porphyrin metabolism
OCG06919	K02257	map01100	Metabolic pathways
OCG06919	K02257	map01110	Biosynthesis of secondary metabolites
OCG06919	K02257	map01240	Biosynthesis of cofactors
OCG06920	K14022	map04141	Protein processing in endoplasmic reticulum
OCG06926	K01068	map00062	Fatty acid elongation
OCG06926	K01068	map01040	Biosynthesis of unsaturated fatty acids
OCG06926	K01068	map01100	Metabolic pathways
OCG06926	K01068	map01110	Biosynthesis of secondary metabolites
OCG06926	K11992	map01100	Metabolic pathways
OCG06926	K11992	map04146	Peroxisome
OCG06929	K02931	map03010	Ribosome
OCG06932	K12199	map04144	Endocytosis
OCG06939	K10740	map03030	DNA replication
OCG06939	K10740	map03420	Nucleotide excision repair
OCG06939	K10740	map03430	Mismatch repair
OCG06939	K10740	map03440	Homologous recombination
OCG06942	K08331	map04136	Autophagy - other
OCG06942	K08331	map04138	Autophagy - yeast
OCG06943	K20724	map03013	Nucleocytoplasmic transport
OCG06953	K12590	map03018	RNA degradation
OCG06956	K14303	map03013	Nucleocytoplasmic transport
OCG06961	K03934	map00190	Oxidative phosphorylation
OCG06961	K03934	map01100	Metabolic pathways
OCG06964	K13248	map00750	Vitamin B6 metabolism
OCG06964	K13248	map01100	Metabolic pathways
OCG06964	K13248	map01240	Biosynthesis of cofactors
OCG06969	K19840	map04011	MAPK signaling pathway - yeast
OCG06970	K14721	map03020	RNA polymerase
OCG06971	K14411	map03015	mRNA surveillance pathway
OCG06973	K19842	map04011	MAPK signaling pathway - yeast
OCG06973	K19843	map04011	MAPK signaling pathway - yeast
OCG06974	K12617	map03018	RNA degradation
OCG06975	K14408	map03015	mRNA surveillance pathway
OCG06976	K10598	map04120	Ubiquitin mediated proteolysis
OCG06979	K14545	map03008	Ribosome biogenesis in eukaryotes
OCG06980	K10610	map03420	Nucleotide excision repair
OCG06980	K10610	map04120	Ubiquitin mediated proteolysis
OCG06982	K03938	map00190	Oxidative phosphorylation
OCG06982	K03938	map01100	Metabolic pathways
OCG06986	K12848	map03040	Spliceosome
OCG06993	K03141	map03022	Basal transcription factors
OCG06993	K03141	map03420	Nucleotide excision repair
OCG06997	K16794	map00565	Ether lipid metabolism
OCG06997	K16794	map01100	Metabolic pathways
OCG07009	K14544	map03008	Ribosome biogenesis in eukaryotes
OCG07018	K02605	map04111	Cell cycle - yeast
OCG07018	K02605	map04113	Meiosis - yeast
OCG07020	K03350	map04111	Cell cycle - yeast
OCG07020	K03350	map04113	Meiosis - yeast
OCG07020	K03350	map04120	Ubiquitin mediated proteolysis
OCG07021	K10744	map03030	DNA replication
OCG07025	K01381	map04138	Autophagy - yeast
OCG07030	K12868	map03040	Spliceosome
OCG07032	K01720	map00640	Propanoate metabolism
OCG07032	K01720	map01100	Metabolic pathways
OCG07033	K06276	map04011	MAPK signaling pathway - yeast
OCG07036	K05349	map00460	Cyanoamino acid metabolism
OCG07036	K05349	map00500	Starch and sucrose metabolism
OCG07036	K05349	map00999	Biosynthesis of various plant secondary metabolites
OCG07036	K05349	map01100	Metabolic pathways
OCG07036	K05349	map01110	Biosynthesis of secondary metabolites
OCG07037	K02307	map04111	Cell cycle - yeast
OCG07042	K06699	map03050	Proteasome
OCG07043	K01469	map00480	Glutathione metabolism
OCG07043	K01469	map01100	Metabolic pathways
OCG07049	K02884	map03010	Ribosome
OCG07053	K00618	map00220	Arginine biosynthesis
OCG07053	K00618	map01100	Metabolic pathways
OCG07053	K00618	map01110	Biosynthesis of secondary metabolites
OCG07053	K00618	map01210	2-Oxocarboxylic acid metabolism
OCG07053	K00618	map01230	Biosynthesis of amino acids
OCG07056	K02216	map04111	Cell cycle - yeast
OCG07056	K02216	map04113	Meiosis - yeast
OCG07059	K12818	map03040	Spliceosome
OCG07067	K03869	map04120	Ubiquitin mediated proteolysis
OCG07069	K00223	map00100	Steroid biosynthesis
OCG07069	K00223	map01100	Metabolic pathways
OCG07069	K00223	map01110	Biosynthesis of secondary metabolites
OCG07071	K03122	map03022	Basal transcription factors
OCG07074	K14169	map04122	Sulfur relay system
OCG07075	K06653	map04111	Cell cycle - yeast
OCG07075	K13345	map04146	Peroxisome
OCG07078	K02988	map03010	Ribosome
OCG07084	K07511	map00062	Fatty acid elongation
OCG07084	K07511	map00071	Fatty acid degradation
OCG07084	K07511	map00280	Valine, leucine and isoleucine degradation
OCG07084	K07511	map00310	Lysine degradation
OCG07084	K07511	map00380	Tryptophan metabolism
OCG07084	K07511	map00410	beta-Alanine metabolism
OCG07084	K07511	map00640	Propanoate metabolism
OCG07084	K07511	map00650	Butanoate metabolism
OCG07084	K07511	map01100	Metabolic pathways
OCG07084	K07511	map01110	Biosynthesis of secondary metabolites
OCG07084	K07511	map01200	Carbon metabolism
OCG07084	K07511	map01212	Fatty acid metabolism
OCG07086	K01512	map00620	Pyruvate metabolism
OCG07086	K01512	map01100	Metabolic pathways
OCG07089	K17919	map04144	Endocytosis
OCG07091	K12819	map03040	Spliceosome
OCG07092	K02213	map04111	Cell cycle - yeast
OCG07092	K02213	map04113	Meiosis - yeast
OCG07094	K00844	map00010	Glycolysis / Gluconeogenesis
OCG07094	K00844	map00051	Fructose and mannose metabolism
OCG07094	K00844	map00052	Galactose metabolism
OCG07094	K00844	map00500	Starch and sucrose metabolism
OCG07094	K00844	map00520	Amino sugar and nucleotide sugar metabolism
OCG07094	K00844	map01100	Metabolic pathways
OCG07094	K00844	map01110	Biosynthesis of secondary metabolites
OCG07094	K00844	map01200	Carbon metabolism
OCG07094	K00844	map01250	Biosynthesis of nucleotide sugars
OCG07101	K12571	map03018	RNA degradation
OCG07104	K09540	map03060	Protein export
OCG07104	K09540	map04141	Protein processing in endoplasmic reticulum
OCG07105	K17774	map04139	Mitophagy - yeast
OCG07106	K12882	map03013	Nucleocytoplasmic transport
OCG07106	K12882	map03015	mRNA surveillance pathway
OCG07106	K12882	map03040	Spliceosome
OCG07112	K12837	map03040	Spliceosome
OCG07116	K12867	map03040	Spliceosome
OCG07117	K22470	map00920	Sulfur metabolism
OCG07117	K22470	map01100	Metabolic pathways
OCG07118	K04564	map04146	Peroxisome
OCG07118	K04564	map04213	Longevity regulating pathway - multiple species
OCG07132	K01046	map00561	Glycerolipid metabolism
OCG07132	K01046	map01100	Metabolic pathways
OCG07134	K01230	map00510	N-Glycan biosynthesis
OCG07134	K01230	map00513	Various types of N-glycan biosynthesis
OCG07134	K01230	map01100	Metabolic pathways
OCG07134	K01230	map04141	Protein processing in endoplasmic reticulum
OCG07136	K08775	map03440	Homologous recombination
OCG07138	K13126	map03015	mRNA surveillance pathway
OCG07138	K13126	map03018	RNA degradation
OCG07142	K01247	map03410	Base excision repair
OCG07144	K08489	map04130	SNARE interactions in vesicular transport
OCG07146	K14284	map03008	Ribosome biogenesis in eukaryotes
OCG07146	K14284	map03013	Nucleocytoplasmic transport
OCG07146	K14284	map03015	mRNA surveillance pathway
OCG07147	K09523	map04141	Protein processing in endoplasmic reticulum
OCG07148	K09584	map04141	Protein processing in endoplasmic reticulum
OCG07150	K20181	map04138	Autophagy - yeast
OCG07154	K11841	map04139	Mitophagy - yeast
OCG07158	K02926	map03010	Ribosome
OCG07164	K03883	map00190	Oxidative phosphorylation
OCG07164	K03883	map01100	Metabolic pathways
OCG07176	K08504	map04130	SNARE interactions in vesicular transport
OCG07178	K02914	map03010	Ribosome
OCG07179	K06063	map03040	Spliceosome
OCG07187	K00420	map00190	Oxidative phosphorylation
OCG07187	K00420	map01100	Metabolic pathways
OCG07199	K21197	map04138	Autophagy - yeast
OCG07204	K20813	map03410	Base excision repair
OCG07215	K02990	map03010	Ribosome
OCG07220	K02142	map00190	Oxidative phosphorylation
OCG07220	K02142	map01100	Metabolic pathways
OCG07223	K02179	map04111	Cell cycle - yeast
OCG07226	K01738	map00270	Cysteine and methionine metabolism
OCG07226	K01738	map00920	Sulfur metabolism
OCG07226	K01738	map01100	Metabolic pathways
OCG07226	K01738	map01110	Biosynthesis of secondary metabolites
OCG07226	K01738	map01200	Carbon metabolism
OCG07226	K01738	map01230	Biosynthesis of amino acids
OCG07228	K12818	map03040	Spliceosome
OCG07229	K00276	map00260	Glycine, serine and threonine metabolism
OCG07229	K00276	map00350	Tyrosine metabolism
OCG07229	K00276	map00360	Phenylalanine metabolism
OCG07229	K00276	map00410	beta-Alanine metabolism
OCG07229	K00276	map01100	Metabolic pathways
OCG07229	K00276	map01110	Biosynthesis of secondary metabolites
OCG07234	K19177	map00900	Terpenoid backbone biosynthesis
OCG07234	K19177	map01110	Biosynthesis of secondary metabolites
OCG07238	K00467	map00620	Pyruvate metabolism
OCG07238	K00467	map01100	Metabolic pathways
OCG07243	K10839	map03420	Nucleotide excision repair
OCG07243	K10839	map04141	Protein processing in endoplasmic reticulum
OCG07246	K18725	map03013	Nucleocytoplasmic transport
OCG07251	K00274	map00260	Glycine, serine and threonine metabolism
OCG07251	K00274	map00330	Arginine and proline metabolism
OCG07251	K00274	map00340	Histidine metabolism
OCG07251	K00274	map00350	Tyrosine metabolism
OCG07251	K00274	map00360	Phenylalanine metabolism
OCG07251	K00274	map00380	Tryptophan metabolism
OCG07251	K00274	map01100	Metabolic pathways
OCG07251	K00274	map01110	Biosynthesis of secondary metabolites
OCG07254	K06675	map04111	Cell cycle - yeast
OCG07255	K02914	map03010	Ribosome
OCG07257	K17607	map04138	Autophagy - yeast
OCG07260	K12668	map00510	N-Glycan biosynthesis
OCG07260	K12668	map00513	Various types of N-glycan biosynthesis
OCG07260	K12668	map01100	Metabolic pathways
OCG07260	K12668	map04141	Protein processing in endoplasmic reticulum
OCG07265	K11153	map01100	Metabolic pathways
OCG07265	K11153	map01240	Biosynthesis of cofactors
OCG07266	K17647	map01110	Biosynthesis of secondary metabolites
OCG07269	K08340	map04138	Autophagy - yeast
OCG07270	K17647	map01110	Biosynthesis of secondary metabolites
OCG07275	K09051	map04011	MAPK signaling pathway - yeast
OCG07279	K00276	map00260	Glycine, serine and threonine metabolism
OCG07279	K00276	map00350	Tyrosine metabolism
OCG07279	K00276	map00360	Phenylalanine metabolism
OCG07279	K00276	map00410	beta-Alanine metabolism
OCG07279	K00276	map01100	Metabolic pathways
OCG07279	K00276	map01110	Biosynthesis of secondary metabolites
OCG07296	K14396	map03015	mRNA surveillance pathway
OCG07300	K00750	map00500	Starch and sucrose metabolism
OCG07300	K00750	map01100	Metabolic pathways
OCG07300	K00750	map01110	Biosynthesis of secondary metabolites
OCG07307	K06648	map04011	MAPK signaling pathway - yeast
OCG07307	K06648	map04111	Cell cycle - yeast
OCG07307	K06648	map04113	Meiosis - yeast
OCG07309	K14307	map03013	Nucleocytoplasmic transport
OCG07310	K00587	map00900	Terpenoid backbone biosynthesis
OCG07310	K00587	map01110	Biosynthesis of secondary metabolites
OCG07318	K09468	map04011	MAPK signaling pathway - yeast
OCG07318	K09468	map04113	Meiosis - yeast
OCG07318	K09468	map04138	Autophagy - yeast
OCG07318	K09468	map04213	Longevity regulating pathway - multiple species
OCG07326	K12592	map03018	RNA degradation
OCG07327	K12662	map03040	Spliceosome
OCG07328	K02325	map03030	DNA replication
OCG07328	K02325	map03410	Base excision repair
OCG07328	K02325	map03420	Nucleotide excision repair
OCG07330	K03848	map00510	N-Glycan biosynthesis
OCG07330	K03848	map01100	Metabolic pathways
OCG07334	K14404	map03015	mRNA surveillance pathway
OCG07341	K02555	map04011	MAPK signaling pathway - yeast
OCG07341	K02555	map04111	Cell cycle - yeast
OCG07342	K12603	map03018	RNA degradation
OCG07343	K11121	map00760	Nicotinate and nicotinamide metabolism
OCG07343	K11121	map01100	Metabolic pathways
OCG07343	K11121	map04213	Longevity regulating pathway - multiple species
OCG07345	K10885	map03450	Non-homologous end-joining
OCG07346	K14411	map03015	mRNA surveillance pathway
OCG07357	K13171	map03013	Nucleocytoplasmic transport
OCG07357	K13171	map03015	mRNA surveillance pathway
OCG07360	K12769	map04113	Meiosis - yeast
OCG07367	K12819	map03040	Spliceosome
OCG07371	K12662	map03040	Spliceosome
OCG07378	K00988	map00230	Purine metabolism
OCG07378	K00988	map00920	Sulfur metabolism
OCG07378	K00988	map01100	Metabolic pathways
OCG07380	K07827	map04113	Meiosis - yeast
OCG07380	K07827	map04138	Autophagy - yeast
OCG07380	K07827	map04213	Longevity regulating pathway - multiple species
OCG07385	K18337	map00051	Fructose and mannose metabolism
OCG07385	K18337	map01100	Metabolic pathways
OCG07386	K18338	map00051	Fructose and mannose metabolism
OCG07386	K18338	map01100	Metabolic pathways
OCG07387	K18339	map00051	Fructose and mannose metabolism
OCG07387	K18339	map01100	Metabolic pathways
OCG07391	K12661	map00051	Fructose and mannose metabolism
OCG07391	K12661	map01100	Metabolic pathways
OCG07393	K19846	map04011	MAPK signaling pathway - yeast
OCG07394	K14308	map03013	Nucleocytoplasmic transport
OCG07406	K09448	map04011	MAPK signaling pathway - yeast
OCG07406	K09448	map04392	Hippo signaling pathway - multiple species
OCG07417	K10880	map03440	Homologous recombination
OCG07417	K10958	map03440	Homologous recombination
OCG07419	K12667	map00510	N-Glycan biosynthesis
OCG07419	K12667	map00513	Various types of N-glycan biosynthesis
OCG07419	K12667	map01100	Metabolic pathways
OCG07419	K12667	map04141	Protein processing in endoplasmic reticulum
OCG07421	K04716	map00600	Sphingolipid metabolism
OCG07421	K04716	map01100	Metabolic pathways
OCG07421	K04717	map00600	Sphingolipid metabolism
OCG07421	K04717	map01100	Metabolic pathways
OCG07439	K12778	map04113	Meiosis - yeast
OCG07443	K19815	map04011	MAPK signaling pathway - yeast
OCG07446	K04706	map04120	Ubiquitin mediated proteolysis
OCG07447	K15183	map03250	Viral life cycle - HIV-1
OCG07454	K20724	map03013	Nucleocytoplasmic transport
OCG07457	K01710	map01100	Metabolic pathways
OCG07457	K01710	map01110	Biosynthesis of secondary metabolites
OCG07457	K01710	map01250	Biosynthesis of nucleotide sugars
OCG07466	K00015	map00630	Glyoxylate and dicarboxylate metabolism
OCG07466	K00015	map01100	Metabolic pathways
OCG07466	K00015	map01110	Biosynthesis of secondary metabolites
OCG07468	K00015	map00630	Glyoxylate and dicarboxylate metabolism
OCG07468	K00015	map01100	Metabolic pathways
OCG07468	K00015	map01110	Biosynthesis of secondary metabolites
OCG07474	K09051	map04011	MAPK signaling pathway - yeast
OCG07481	K11234	map04011	MAPK signaling pathway - yeast
OCG07484	K05294	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
OCG07484	K05294	map01100	Metabolic pathways
OCG07489	K12780	map04113	Meiosis - yeast
OCG07493	K12836	map03040	Spliceosome
OCG07496	K12836	map03040	Spliceosome
OCG07507	K03504	map03030	DNA replication
OCG07507	K03504	map03410	Base excision repair
OCG07507	K03504	map03420	Nucleotide excision repair
OCG07507	K03504	map03430	Mismatch repair
OCG07507	K03504	map03440	Homologous recombination
OCG07511	K10609	map03420	Nucleotide excision repair
OCG07511	K10609	map04120	Ubiquitin mediated proteolysis
OCG07515	K09243	map04113	Meiosis - yeast
OCG07515	K09243	map04138	Autophagy - yeast
OCG07515	K09243	map04139	Mitophagy - yeast
OCG07535	K10845	map03022	Basal transcription factors
OCG07535	K10845	map03420	Nucleotide excision repair
OCG07536	K09235	map04113	Meiosis - yeast
OCG07557	K12562	map04144	Endocytosis
OCG07559	K09468	map04011	MAPK signaling pathway - yeast
OCG07559	K09468	map04113	Meiosis - yeast
OCG07559	K09468	map04138	Autophagy - yeast
OCG07559	K09468	map04213	Longevity regulating pathway - multiple species
OCG07572	K00030	map00020	Citrate cycle (TCA cycle)
OCG07572	K00030	map01100	Metabolic pathways
OCG07572	K00030	map01110	Biosynthesis of secondary metabolites
OCG07572	K00030	map01200	Carbon metabolism
OCG07572	K00030	map01210	2-Oxocarboxylic acid metabolism
OCG07572	K00030	map01230	Biosynthesis of amino acids
OCG07586	K01077	map00730	Thiamine metabolism
OCG07586	K01077	map00790	Folate biosynthesis
OCG07586	K01077	map01100	Metabolic pathways
OCG07586	K01077	map01240	Biosynthesis of cofactors
OCG07600	K11243	map04011	MAPK signaling pathway - yeast
OCG07601	K18693	map00561	Glycerolipid metabolism
OCG07601	K18693	map00564	Glycerophospholipid metabolism
OCG07601	K18693	map01110	Biosynthesis of secondary metabolites
OCG07617	K10872	map04113	Meiosis - yeast
OCG07617	K14545	map03008	Ribosome biogenesis in eukaryotes
OCG07618	K06679	map04111	Cell cycle - yeast
